,Chutes a gol 1,Chutes a gol 2,Impedimentos 1,Impedimentos 2,Escanteios 1,Escanteios 2,Chutes fora 1,Chutes fora 2,Faltas 1,Faltas 2,Cartões amarelos 1,Cartões amarelos 2,Cartões vermelhos 1,Cartões vermelhos 2,Cruzamentos 1,Cruzamentos 2,Laterais 1,Laterais 2,Chutes bloqueados 1,Chutes bloqueados 2,Contra-ataques 1,Contra-ataques 2,Gols 1,Gols 2,Tiro de meta 1,Tiro de meta 2,Tratamentos 1,Tratamentos 2,SubstituiÃ§Ãµes 1,SubstituiÃ§Ãµes 2,Tiros-livres 1,Tiros-livres 2,Defesas difÃ­ceis 1,Defesas difÃ­ceis 2,Posse 1(%),Posse 2(%),Time 1,Time 2,Position 1,Position 2,Time 1 x Time 2,Resultado Time 1,Position 1 Score,Position 2 Score
20092,4.0,4.0,2.0,0.0,8.0,5.0,12.0,3.0,13.0,13.0,4.0,4.0,0.0,0.0,36.0,14.0,7.0,8.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,14.0,0.0,4.0,3.0,3.0,14.0,14.0,2.0,3.0,70.0,30.0,25,245,4-4-2,4-2-3-1,598,1,0.9,0.87
19397,5.0,6.0,0.0,3.0,8.0,6.0,4.0,5.0,12.0,7.0,0.0,1.0,0.0,0.0,17.0,13.0,24.0,26.0,2.0,2.0,1.0,1.0,1.0,2.0,9.0,8.0,1.0,2.0,3.0,3.0,10.0,12.0,4.0,4.0,45.0,55.0,87,228,4-3-3,4-4-2,1958,1,0.78,0.9
22587,7.0,4.0,1.0,0.0,1.0,7.0,4.0,3.0,6.0,14.0,3.0,2.0,0.0,1.0,23.0,29.0,9.0,19.0,3.0,2.0,2.0,1.0,3.0,2.0,5.0,8.0,3.0,1.0,5.0,5.0,14.0,14.0,2.0,3.0,53.0,47.0,130,1,4-2-3-1,4-2-3-1,7242,0,0.87,0.87
4301,8.0,1.0,5.0,2.0,6.0,5.0,8.0,4.0,11.0,11.0,0.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,49.0,51.0,100,241,4-4-2,3-5-2,2258,0,0.9,0.85
18620,0.0,2.0,3.0,4.0,6.0,1.0,8.0,4.0,14.0,12.0,3.0,4.0,0.0,0.0,17.0,13.0,24.0,31.0,2.0,2.0,1.0,1.0,0.0,0.0,11.0,9.0,1.0,2.0,3.0,3.0,16.0,17.0,2.0,0.0,46.0,54.0,121,67,4-2-3-1,4-3-3,2763,1,0.87,0.78
27049,7.0,4.0,2.0,1.0,3.0,5.0,6.0,6.0,12.0,11.0,2.0,2.0,0.0,0.0,17.0,19.0,21.0,22.0,0.0,3.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,41.0,59.0,41,71,4-5-1,4-3-3,919,1,0.95,0.78
12698,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,5.0,5.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,250,59,,,5837,1,,
12536,5.0,8.0,1.0,1.0,6.0,3.0,6.0,3.0,11.0,18.0,2.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,4.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,58.0,42.0,150,93,,,7304,1,,
16709,1.0,3.0,4.0,5.0,3.0,6.0,12.0,6.0,13.0,17.0,2.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,54.0,46.0,172,284,4-2-2-2,4-2-2-2,3935,1,0.86,0.86
21382,1.0,2.0,2.0,3.0,4.0,6.0,9.0,8.0,11.0,15.0,4.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,46.0,54.0,176,245,4-2-3-1,4-2-3-1,4044,1,0.87,0.87
8196,0.0,4.0,1.0,1.0,6.0,6.0,2.0,9.0,20.0,10.0,3.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,34.0,66.0,158,233,4-3-2-1,4-3-3,3562,1,0.9,0.78
26536,7.0,3.0,3.0,2.0,9.0,4.0,8.0,4.0,8.0,7.0,1.0,3.0,0.0,0.0,10.0,30.0,7.0,9.0,3.0,1.0,4.0,0.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,56.0,44.0,178,298,4-2-3-1,4-2-3-1,4114,0,0.87,0.87
13552,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,0.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,49,39,3-4-2-1,4-3-3,7311,0,0.82,0.78
10911,5.0,4.0,3.0,3.0,3.0,6.0,3.0,3.0,11.0,17.0,2.0,2.0,0.0,0.0,15.0,33.0,13.0,20.0,4.0,5.0,1.0,1.0,2.0,0.0,8.0,6.0,2.0,1.0,3.0,3.0,14.0,14.0,2.0,3.0,47.0,53.0,101,8,4-4-2,4-2-3-1,2269,0,0.9,0.87
9363,9.0,6.0,2.0,1.0,5.0,5.0,6.0,2.0,13.0,11.0,2.0,4.0,0.0,0.0,23.0,18.0,21.0,17.0,3.0,3.0,1.0,1.0,4.0,3.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,49.0,114,233,4-4-2,4-3-1-2,2627,0,0.9,0.88
18782,9.0,4.0,2.0,2.0,5.0,4.0,11.0,8.0,17.0,13.0,1.0,2.0,0.0,0.0,17.0,13.0,14.0,20.0,2.0,2.0,1.0,1.0,1.0,0.0,14.0,12.0,1.0,2.0,3.0,3.0,13.0,17.0,4.0,8.0,56.0,44.0,96,166,4-3-3,4-4-2,2143,0,0.78,0.9
7856,8.0,3.0,1.0,5.0,8.0,8.0,8.0,0.0,10.0,15.0,3.0,4.0,0.0,0.0,24.0,17.0,14.0,5.0,2.0,2.0,2.0,7.0,2.0,1.0,1.0,16.0,2.0,0.0,3.0,3.0,14.0,14.0,2.0,3.0,56.0,44.0,103,185,4-3-2-1,4-3-1-2,2340,0,0.9,0.88
24940,7.0,1.0,1.0,4.0,6.0,1.0,3.0,5.0,16.0,20.0,1.0,2.0,0.0,0.0,23.0,20.0,4.0,9.0,0.0,1.0,0.0,0.0,2.0,0.0,5.0,6.0,3.0,1.0,3.0,3.0,14.0,14.0,2.0,3.0,53.0,47.0,262,184,4-2-3-1,4-3-3,7251,0,0.87,0.78
23046,2.0,6.0,1.0,4.0,0.0,2.0,1.0,7.0,14.0,12.0,3.0,2.0,0.0,0.0,10.0,23.0,10.0,15.0,3.0,6.0,0.0,0.0,0.0,3.0,10.0,2.0,6.0,0.0,3.0,3.0,14.0,14.0,2.0,3.0,31.0,69.0,197,71,3-5-2,3-4-2-1,4558,1,0.85,0.82
13937,3.0,6.0,5.0,0.0,6.0,4.0,3.0,2.0,11.0,12.0,2.0,1.0,0.0,0.0,17.0,13.0,23.0,17.0,2.0,2.0,1.0,1.0,0.0,3.0,5.0,6.0,1.0,2.0,3.0,3.0,12.0,16.0,3.0,3.0,49.0,51.0,238,231,4-3-3,4-1-4-1,5560,1,0.78,0.93
23733,2.0,7.0,3.0,3.0,4.0,6.0,2.0,2.0,12.0,10.0,3.0,3.0,0.0,0.0,17.0,13.0,20.0,23.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,4.0,1.0,2.0,3.0,3.0,13.0,15.0,5.0,1.0,40.0,60.0,200,271,4-2-3-1,4-2-3-1,4665,1,0.87,0.87
3284,2.0,3.0,1.0,1.0,3.0,1.0,7.0,8.0,14.0,9.0,1.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,4.0,7.0,8.0,1.0,2.0,0.0,1.0,14.0,14.0,2.0,3.0,52.0,48.0,2,264,4-3-3,4-3-3,48,1,0.78,0.78
23256,7.0,1.0,2.0,2.0,6.0,4.0,8.0,5.0,12.0,4.0,0.0,0.0,0.0,0.0,17.0,13.0,14.0,16.0,2.0,2.0,1.0,1.0,5.0,0.0,6.0,9.0,1.0,2.0,3.0,3.0,6.0,14.0,1.0,2.0,75.0,25.0,178,58,4-3-3,4-4-2,4088,0,0.78,0.9
7193,7.0,1.0,2.0,1.0,9.0,2.0,9.0,6.0,12.0,15.0,1.0,1.0,0.0,0.0,12.0,9.0,4.0,7.0,2.0,2.0,1.0,3.0,3.0,0.0,10.0,14.0,0.0,5.0,3.0,3.0,14.0,14.0,2.0,3.0,64.0,36.0,143,77,4-2-3-1,4-4-2,3183,0,0.87,0.9
25902,10.0,5.0,3.0,3.0,13.0,2.0,12.0,2.0,8.0,9.0,1.0,1.0,0.0,0.0,34.0,14.0,28.0,17.0,7.0,2.0,1.0,1.0,0.0,0.0,4.0,15.0,0.0,3.0,3.0,3.0,14.0,14.0,2.0,3.0,61.0,39.0,200,64,4-1-4-1,4-1-4-1,7322,1,0.93,0.93
7699,4.0,5.0,0.0,2.0,6.0,4.0,5.0,2.0,24.0,13.0,2.0,3.0,0.0,0.0,16.0,10.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,3.0,5.0,9.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,44.0,56.0,158,143,4-3-3,4-3-1-2,3554,1,0.78,0.88
17957,2.0,5.0,0.0,5.0,5.0,8.0,4.0,5.0,13.0,12.0,4.0,3.0,1.0,0.0,17.0,13.0,16.0,15.0,1.0,1.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,44.0,56.0,172,167,4-4-2,4-3-3,3917,0,0.9,0.78
389,4.0,3.0,1.0,4.0,2.0,1.0,6.0,3.0,5.0,12.0,0.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,0.0,7.0,8.0,1.0,2.0,2.0,3.0,14.0,14.0,2.0,3.0,48.0,52.0,152,133,4-4-2,3-5-2,3419,0,0.9,0.85
23709,0.0,2.0,0.0,1.0,5.0,4.0,5.0,3.0,10.0,12.0,2.0,3.0,0.0,0.0,17.0,13.0,27.0,29.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0,11.0,1.0,2.0,3.0,3.0,13.0,10.0,2.0,0.0,43.0,57.0,97,20,4-2-3-1,4-2-3-1,2159,1,0.87,0.87
1480,2.0,3.0,5.0,7.0,4.0,3.0,6.0,1.0,11.0,17.0,1.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,2.0,7.0,8.0,1.0,2.0,5.0,5.0,14.0,14.0,2.0,3.0,68.0,32.0,306,146,,4-4-2,7164,1,,0.9
12271,2.0,4.0,2.0,3.0,3.0,7.0,8.0,9.0,15.0,7.0,1.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,39.0,61.0,250,182,,,5861,1,,
27402,4.0,5.0,5.0,3.0,8.0,4.0,6.0,5.0,9.0,13.0,2.0,1.0,0.0,0.0,33.0,12.0,15.0,26.0,2.0,1.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,49.0,51.0,40,46,4-5-1,4-4-2,7320,1,0.95,0.9
6438,5.0,4.0,3.0,0.0,4.0,6.0,4.0,7.0,12.0,11.0,2.0,1.0,0.0,0.0,17.0,13.0,19.0,16.0,2.0,2.0,1.0,1.0,3.0,3.0,9.0,6.0,1.0,2.0,3.0,3.0,11.0,15.0,1.0,2.0,46.0,54.0,158,45,3-5-2,4-2-3-1,3541,1,0.85,0.87
24732,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,3.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,262,297,4-3-3,4-1-4-1,6128,1,0.78,0.93
832,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,1.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,259,217,4-4-2,3-5-2,6058,1,0.9,0.85
11746,5.0,4.0,3.0,1.0,5.0,1.0,13.0,7.0,8.0,12.0,3.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,56.0,44.0,95,232,,,2122,1,,
4691,5.0,6.0,3.0,0.0,6.0,4.0,5.0,0.0,14.0,21.0,3.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,2.0,14.0,14.0,2.0,3.0,42.0,58.0,165,202,4-2-3-1,4-2-3-1,7348,0,0.87,0.87
2085,6.0,10.0,3.0,3.0,5.0,6.0,7.0,4.0,13.0,15.0,0.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,42.0,58.0,248,146,3-4-2-1,4-4-2,5791,0,0.82,0.9
1896,3.0,4.0,1.0,1.0,8.0,9.0,11.0,7.0,8.0,14.0,0.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,5.0,4.0,14.0,14.0,2.0,3.0,42.0,58.0,99,292,,4-2-3-1,2245,0,,0.87
20091,6.0,3.0,2.0,1.0,7.0,2.0,6.0,5.0,13.0,14.0,2.0,2.0,0.0,0.0,18.0,10.0,7.0,10.0,0.0,1.0,2.0,3.0,5.0,2.0,4.0,9.0,0.0,1.0,3.0,3.0,14.0,14.0,2.0,3.0,53.0,47.0,24,87,4-2-3-1,4-4-2,545,0,0.87,0.9
14703,3.0,6.0,0.0,2.0,0.0,6.0,5.0,13.0,19.0,14.0,1.0,3.0,0.0,0.0,17.0,13.0,25.0,28.0,2.0,2.0,1.0,1.0,1.0,2.0,19.0,7.0,1.0,2.0,3.0,3.0,16.0,19.0,3.0,2.0,45.0,55.0,61,199,5-3-2,4-3-3,7343,1,0.97,0.78
5033,4.0,5.0,2.0,1.0,3.0,8.0,5.0,5.0,8.0,25.0,1.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,50.0,50.0,216,21,4-2-3-1,4-2-3-1,5007,1,0.87,0.87
19283,10.0,3.0,2.0,3.0,6.0,3.0,9.0,3.0,12.0,9.0,0.0,1.0,0.0,0.0,17.0,13.0,10.0,15.0,2.0,2.0,1.0,1.0,4.0,0.0,3.0,8.0,1.0,2.0,3.0,3.0,12.0,14.0,3.0,6.0,60.0,40.0,31,82,4-3-3,4-2-3-1,701,0,0.78,0.87
11120,5.0,9.0,2.0,1.0,4.0,4.0,3.0,5.0,14.0,19.0,4.0,2.0,0.0,0.0,12.0,21.0,3.0,11.0,0.0,1.0,0.0,0.0,2.0,2.0,7.0,4.0,2.0,0.0,3.0,3.0,14.0,14.0,2.0,3.0,36.0,64.0,148,37,4-2-3-1,4-2-3-1,3311,1,0.87,0.87
1596,3.0,6.0,2.0,1.0,7.0,5.0,3.0,2.0,10.0,9.0,1.0,0.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,3.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,56.0,44.0,248,279,3-1-4-2,4-4-2,5801,1,0.8,0.9
17552,1.0,1.0,0.0,5.0,5.0,7.0,15.0,4.0,18.0,16.0,1.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,58.0,42.0,231,61,4-2-3-1,4-2-3-1,5344,1,0.87,0.87
24967,1.0,5.0,6.0,1.0,9.0,8.0,8.0,5.0,14.0,7.0,3.0,3.0,0.0,0.0,13.0,12.0,9.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,5.0,7.0,0.0,3.0,2.0,2.0,14.0,14.0,2.0,3.0,54.0,46.0,178,169,4-1-4-1,4-3-3,4098,1,0.93,0.78
17559,3.0,0.0,3.0,4.0,4.0,1.0,9.0,4.0,11.0,16.0,1.0,1.0,0.0,1.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,54.0,46.0,194,198,4-4-2,4-4-2,4473,0,0.9,0.9
4670,4.0,5.0,0.0,1.0,2.0,1.0,4.0,4.0,18.0,22.0,3.0,6.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,50.0,50.0,18,210,4-2-3-1,4-2-3-1,7308,1,0.87,0.87
25237,6.0,4.0,7.0,0.0,3.0,4.0,5.0,2.0,10.0,9.0,1.0,0.0,0.0,0.0,15.0,22.0,8.0,9.0,3.0,1.0,1.0,1.0,4.0,0.0,5.0,7.0,4.0,1.0,3.0,3.0,14.0,14.0,2.0,3.0,35.0,65.0,253,20,4-2-3-1,4-2-3-1,5913,0,0.87,0.87
27251,5.0,7.0,4.0,2.0,3.0,7.0,2.0,6.0,18.0,11.0,1.0,1.0,0.0,0.0,11.0,24.0,18.0,27.0,0.0,2.0,0.0,1.0,4.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,42.0,58.0,262,197,4-4-1-1,4-4-2,6118,0,0.91,0.9
21224,3.0,5.0,0.0,2.0,5.0,7.0,6.0,10.0,14.0,12.0,5.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,43.0,57.0,38,24,4-2-3-1,4-2-3-1,853,1,0.87,0.87
4117,7.0,3.0,1.0,4.0,2.0,1.0,6.0,6.0,12.0,9.0,0.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,3.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,47.0,53.0,234,187,4-3-3,4-3-3,5445,0,0.78,0.78
7994,4.0,2.0,2.0,0.0,2.0,8.0,9.0,10.0,17.0,20.0,4.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,44.0,56.0,171,66,3-4-1-2,4-3-3,3883,0,0.84,0.78
6757,3.0,4.0,2.0,1.0,5.0,5.0,7.0,6.0,9.0,7.0,0.0,2.0,0.0,0.0,17.0,13.0,23.0,24.0,2.0,2.0,1.0,1.0,1.0,2.0,10.0,12.0,1.0,2.0,3.0,3.0,8.0,11.0,2.0,2.0,40.0,60.0,277,158,3-5-2,3-5-2,6506,1,0.85,0.85
13192,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,3.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,4.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,113,150,,,2593,0,,
27576,3.0,4.0,1.0,4.0,8.0,8.0,8.0,3.0,11.0,22.0,3.0,3.0,1.0,0.0,14.0,14.0,16.0,17.0,2.0,1.0,3.0,1.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,54.0,46.0,169,97,4-2-3-1,4-5-1,3842,0,0.87,0.95
548,2.0,0.0,2.0,2.0,13.0,2.0,8.0,7.0,11.0,7.0,2.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,65.0,35.0,118,128,4-4-2,4-4-2,2710,1,0.9,0.9
14177,1.0,5.0,1.0,1.0,5.0,6.0,4.0,1.0,12.0,4.0,5.0,1.0,0.0,0.0,17.0,13.0,21.0,24.0,2.0,2.0,1.0,1.0,1.0,3.0,6.0,11.0,1.0,2.0,3.0,3.0,5.0,13.0,2.0,0.0,48.0,52.0,83,47,4-2-3-1,4-4-2,1865,1,0.87,0.9
19704,4.0,3.0,3.0,2.0,0.0,3.0,2.0,3.0,14.0,10.0,2.0,2.0,0.0,0.0,13.0,16.0,8.0,5.0,1.0,1.0,1.0,1.0,3.0,0.0,4.0,7.0,0.0,0.0,3.0,3.0,14.0,14.0,2.0,3.0,41.0,59.0,228,229,4-3-3,4-3-3,5261,0,0.78,0.78
21245,4.0,3.0,1.0,1.0,12.0,2.0,10.0,6.0,10.0,12.0,3.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,177,209,4-2-3-1,4-2-3-1,4067,1,0.87,0.87
15284,2.0,3.0,2.0,1.0,5.0,5.0,9.0,4.0,10.0,8.0,1.0,1.0,0.0,0.0,17.0,13.0,27.0,27.0,2.0,2.0,1.0,1.0,2.0,1.0,8.0,11.0,1.0,2.0,3.0,3.0,9.0,12.0,2.0,0.0,48.0,52.0,231,263,4-4-2,4-3-1-2,5368,0,0.9,0.88
4068,9.0,3.0,0.0,2.0,12.0,1.0,11.0,3.0,12.0,7.0,3.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,64.0,36.0,264,44,4-1-2-3,4-3-3,6157,0,0.83,0.78
10491,4.0,4.0,3.0,0.0,3.0,1.0,4.0,4.0,12.0,14.0,1.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,67.0,33.0,127,111,,5-3-2,2879,1,,0.97
17062,7.0,3.0,1.0,5.0,7.0,5.0,14.0,1.0,13.0,28.0,1.0,3.0,0.0,0.0,24.0,5.0,17.0,15.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,59.0,41.0,206,284,4-2-3-1,4-1-4-1,4799,1,0.87,0.93
21526,2.0,11.0,1.0,3.0,2.0,13.0,5.0,6.0,14.0,5.0,4.0,3.0,0.0,0.0,3.0,16.0,7.0,20.0,0.0,4.0,1.0,0.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,34.0,66.0,115,31,4-2-3-1,4-3-3,2642,0,0.87,0.78
13094,4.0,4.0,2.0,2.0,5.0,4.0,6.0,5.0,12.0,13.0,3.0,4.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,52.0,48.0,148,95,,,3319,1,,
20764,1.0,6.0,3.0,2.0,9.0,9.0,4.0,7.0,19.0,10.0,3.0,3.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,0.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,41.0,59.0,90,291,4-2-3-1,4-4-2,2018,1,0.87,0.9
13588,6.0,2.0,8.0,1.0,9.0,5.0,4.0,3.0,7.0,15.0,3.0,1.0,0.0,0.0,22.0,19.0,29.0,25.0,4.0,3.0,2.0,0.0,1.0,1.0,7.0,7.0,0.0,1.0,5.0,4.0,14.0,14.0,2.0,3.0,50.0,50.0,27,39,3-3-2-2,4-4-2,7258,1,0.79,0.9
24532,5.0,5.0,2.0,2.0,0.0,3.0,1.0,9.0,13.0,9.0,2.0,1.0,0.0,0.0,17.0,13.0,27.0,31.0,2.0,2.0,1.0,1.0,1.0,1.0,14.0,7.0,1.0,2.0,3.0,3.0,9.0,13.0,4.0,4.0,57.0,43.0,97,297,4-2-3-1,4-4-2,2192,1,0.87,0.9
24662,2.0,3.0,2.0,2.0,8.0,3.0,4.0,3.0,7.0,8.0,1.0,2.0,0.0,0.0,17.0,13.0,18.0,30.0,2.0,2.0,1.0,1.0,0.0,2.0,7.0,5.0,1.0,2.0,3.0,3.0,10.0,9.0,1.0,2.0,54.0,46.0,163,298,4-4-2,3-4-3,3690,1,0.9,0.76
27693,6.0,4.0,1.0,0.0,10.0,2.0,6.0,3.0,6.0,7.0,0.0,1.0,0.0,0.0,34.0,6.0,19.0,11.0,1.0,1.0,2.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,56.0,44.0,97,107,4-4-1-1,4-4-2,2171,0,0.91,0.9
2505,4.0,6.0,0.0,0.0,0.0,7.0,3.0,6.0,16.0,12.0,6.0,2.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,2.0,2.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,42.0,58.0,75,242,3-4-3,4-4-2,1698,1,0.76,0.9
17094,1.0,1.0,7.0,0.0,9.0,1.0,22.0,3.0,8.0,17.0,1.0,6.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,69.0,31.0,231,28,4-2-3-1,4-1-2-2-1,5339,1,0.87,0.91
22021,6.0,3.0,1.0,6.0,6.0,8.0,7.0,4.0,13.0,15.0,2.0,3.0,0.0,0.0,23.0,24.0,17.0,15.0,1.0,1.0,2.0,0.0,1.0,0.0,7.0,8.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,49.0,51.0,245,131,4-1-2-1-2,4-2-3-1,7255,0,0.89,0.87
15877,4.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,17.0,23.0,0.0,3.0,0.0,0.0,15.0,15.0,7.0,13.0,4.0,4.0,2.0,0.0,2.0,1.0,12.0,7.0,1.0,2.0,3.0,3.0,14.0,14.0,2.0,3.0,42.0,58.0,189,206,4-4-2,3-3-3-1,4390,0,0.9,0.81
3299,5.0,4.0,2.0,1.0,8.0,5.0,3.0,4.0,7.0,8.0,1.0,1.0,0.0,0.0,17.0,13.0,16.0,15.0,2.0,2.0,1.0,1.0,1.0,3.0,7.0,8.0,1.0,2.0,0.0,0.0,14.0,14.0,2.0,3.0,46.0,54.0,154,100,4-2-3-1,4-3-3,3465,1,0.87,0.78
